"Rest of State Violent and Disruptive Incidents 2007-08  (weighted incident headings are shaded)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"County Name","BEDS CODE","District Name","School Name","School Type","Enrollment","Homicide","","Forcible Sex Offenses","","Other Sex Offenses","","Robbery","","Assault With Serious Physical Injury","","Arson","Kidnapping","","Assault with Physical Injury","","Reckless Endangerment","","Minor Altercations","","Intimidation, Harassment, Menacing, or Bullying","","Burglary","","Criminal Mischief","","Larceny, or Other Theft","","Bomb Threat","False Alarm","Riot","","Weapon Possession","","Drug Possession","Alcohol Possession","Other Disruptive"
"","","","","","","With Weapon(s)","Without Weapon(s)","With Weapon(s)","Without Weapon(s)","With Weapon(s)","Without Weapon(s)","With Weapon(s)","Without Weapon(s)","With Weapon(s)","Without Weapon(s)","With Weapon(s)","With Weapon(s)","Without Weapon(s)","With Weapon(s)","Without Weapon(s)","With Weapon(s)","Without Weapon(s)","With Weapon(s)","Without Weapon(s)","With Weapon(s)","Without Weapon(s)","With Weapon(s)","Without Weapon(s)","With Weapon(s)","Without Weapon(s)","With Weapon(s)","Without Weapon(s)","","","With Weapon(s)","Without Weapon(s)","Through Screening","Under Other Circumstances","","",""
"MONROE","260501060016","Greece Central School District","Holmes Road Elementary School","Public","424.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","14.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0"
"MONROE","260501060018","Greece Central School District","Kirk Road Elementary School","Public","352.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"MONROE","260501060019","Greece Central School District","Athena High School","Public","1368.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","5.0","0.0","1.0","1.0","21.0","0.0","38.0","0.0","0.0","1.0","2.0","0.0","3.0","0.0","1.0","0.0","0.0","0.0","2.0","2.0","5.0","30.0"
"MONROE","260501060020","Greece Central School District","Athena Middle School","Public","969.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","44.0","0.0","16.0","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","5.0","1.0","2.0","4.0"
"MONROE","260501060022","Greece Central School District","Apollo Middle School","Public","852.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","15.0","0.0","2.0","0.0","147.0","3.0","80.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","3.0","0.0","0.0","45.0"
"MONROE","260501060023","Greece Central School District","Arcadia Middle School","Public","804.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","5.0","0.0","76.0","1.0","51.0","0.0","0.0","0.0","2.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.0"
"MONROE","260501060024","Greece Central School District","Pine Brook Elementary School","Public","574.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","260801060003","East Irondequoit Central School District","Laurelton-Pardee Intermediate School","Public","340.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0"
"MONROE","260801060005","East Irondequoit Central School District","Ivan L Green Primary School","Public","351.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","3.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","260801060006","East Irondequoit Central School District","Eastridge Senior High School","Public","1139.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","0.0","51.0","0.0","0.0","0.0","8.0","0.0","6.0","1.0","0.0","0.0","0.0","0.0","4.0","12.0","1.0","198.0"
"MONROE","260801060009","East Irondequoit Central School District","Durand-Eastman Intermediate School","Public","379.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","16.0"
"MONROE","260801060011","East Irondequoit Central School District","Helendale Road Primary School","Public","338.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0"
"MONROE","260801060012","East Irondequoit Central School District","East Irondequoit Middle School","Public","807.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.0","0.0","95.0","0.0","0.0","0.0","4.0","0.0","5.0","0.0","3.0","0.0","0.0","0.0","6.0","3.0","0.0","138.0"
"MONROE","260803060001","West Irondequoit Central School District","Briarwood School","Public","135.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","260803060002","West Irondequoit Central School District","Dake Junior High School","Public","624.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","6.0"
"MONROE","260803060003","West Irondequoit Central School District","Iroquois Middle School","Public","387.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","3.0"
"MONROE","260803060004","West Irondequoit Central School District","Rogers Middle School","Public","455.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","0.0","4.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","8.0"
"MONROE","260803060005","West Irondequoit Central School District","Irondequoit High School","Public","1412.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","5.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","18.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","6.0","3.0"
"MONROE","260803060007","West Irondequoit Central School District","Seneca School","Public","166.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"MONROE","260803060009","West Irondequoit Central School District","Colebrook School","Public","160.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"MONROE","260803060011","West Irondequoit Central School District","Southlawn School","Public","250.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0"
"MONROE","260803060012","West Irondequoit Central School District","Brookview School","Public","177.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0"
"MONROE","260803060014","West Irondequoit Central School District","Listwood School","Public","154.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","260901060001","Honeoye Falls-Lima Central School District","Lima Elementary School","Public","340.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"MONROE","260901060002","Honeoye Falls-Lima Central School District","Manor Intermediate School","Public","769.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","260901060004","Honeoye Falls-Lima Central School District","Honeoye Falls-Lima Senior High School","Public","919.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","3.0","0.0","0.0","0.0","1.0","0.0","5.0","0.0","1.0","0.0","0.0","0.0","0.0","7.0","5.0","3.0"
"MONROE","260901060005","Honeoye Falls-Lima Central School District","Honeoye Falls-Lima Middle School","Public","603.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","17.0","0.0","7.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0"
"MONROE","261001060001","Spencerport Central School District","Spencerport High School","Public","1538.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","27.0","0.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","4.0","4.0","2.0"
"MONROE","261001060002","Spencerport Central School District","William C Munn School","Public","397.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261001060003","Spencerport Central School District","Leo Bernabi School","Public","377.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261001060005","Spencerport Central School District","A M Cosgrove Middle School","Public","963.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","22.0","0.0","11.0","0.0","0.0","0.0","4.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","9.0"
"MONROE","261001060006","Spencerport Central School District","Terry Taylor Elementary School","Public","502.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0"
"MONROE","261001060007","Spencerport Central School District","Canal View Elementary School","Public","439.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","5.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"MONROE","261101060001","Hilton Central School District","Village Elementary School","Public","1059.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261101060002","Hilton Central School District","Quest Elementary School","Public","414.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261101060004","Hilton Central School District","Hilton High School","Public","1536.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","7.0","0.0","0.0","0.0","3.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.0","20.0"
"MONROE","261101060005","Hilton Central School District","Merton Williams Middle School","Public","680.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0"
"MONROE","261101060006","Hilton Central School District","Northwood Elementary School","Public","876.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","2.0"
"MONROE","261201060003","Penfield Central School District","Cobbles Elementary School","Public","527.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0"
"MONROE","261201060004","Penfield Central School District","Indian Landing Elementary School","Public","452.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261201060005","Penfield Central School District","Scribner Road Elementary School","Public","516.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0"
"MONROE","261201060006","Penfield Central School District","Penfield Senior High School","Public","1603.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","1.0","0.0","14.0","0.0","8.0","0.0","0.0","0.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","6.0","39.0"
"MONROE","261201060008","Penfield Central School District","Bay Trail Middle School","Public","1127.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","7.0","0.0","6.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0"
"MONROE","261201060009","Penfield Central School District","Harris Hill Elementary School","Public","506.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261301060001","Fairport Central School District","Brooks Hill School","Public","717.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261301060002","Fairport Central School District","Johanna Perrin Middle School","Public","774.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","13.0"
"MONROE","261301060004","Fairport Central School District","Martha Brown Middle School","Public","854.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","7.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","13.0"
"MONROE","261301060006","Fairport Central School District","Jefferson Avenue School","Public","739.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261301060007","Fairport Central School District","Minerva Deland School","Public","573.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","8.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"MONROE","261301060008","Fairport Central School District","Northside School","Public","757.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261301060009","Fairport Central School District","Fairport Senior High School","Public","1804.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","3.0","3.0","0.0"
"MONROE","261301060010","Fairport Central School District","Dudley School","Public","738.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261313030001","East Rochester Union Free School District","East Rochester Elementary School","Public","647.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0"
"MONROE","261313030002","East Rochester Union Free School District","East Rochester Junior-Senior High School","Public","547.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","1.0","0.0","20.0","0.0","22.0","0.0","0.0","0.0","3.0","0.0","4.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0"
"MONROE","261401060001","Pittsford Central School District","Allen Creek School","Public","357.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261401060002","Pittsford Central School District","Jefferson Road School","Public","421.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"MONROE","261401060004","Pittsford Central School District","Park Road School","Public","470.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261401060005","Pittsford Central School District","Mendon Center Elementary School","Public","777.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261401060006","Pittsford Central School District","Pittsford Sutherland High School","Public","993.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","13.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","4.0","3.0"
"MONROE","261401060008","Pittsford Central School District","Barker Road Middle School","Public","743.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0"
"MONROE","261401060009","Pittsford Central School District","Thornell Road School","Public","528.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0"
"MONROE","261401060010","Pittsford Central School District","Pittsford-Mendon High School","Public","992.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","5.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","3.0"
"MONROE","261401060011","Pittsford Central School District","Calkins Road Middle School","Public","747.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","7.0"
"MONROE","261501060002","Churchville-Chili Central School District","Chestnut Ridge Elementary School","Public","615.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","6.0"
"MONROE","261501060003","Churchville-Chili Central School District","Churchville Elementary School","Public","374.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261501060004","Churchville-Chili Central School District","Churchville-Chili Senior High School","Public","1488.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","44.0","0.0","17.0","0.0","0.0","0.0","4.0","0.0","4.0","2.0","0.0","0.0","0.0","0.0","5.0","17.0","4.0","131.0"
"MONROE","261501060006","Churchville-Chili Central School District","Fairbanks Road Elementary School","Public","482.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0"
"MONROE","261501060007","Churchville-Chili Central School District","Churchville-Chili Middle School","Public","617.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","1.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MONROE","261501060008","Churchville-Chili Central School District","Churchville-Chili Middle School 5-8","Public","671.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","57.0","0.0","4.0","0.0","0.0","0.0","4.0","0.0","4.0","0.0","1.0","0.0","0.0","0.0","1.0","2.0","0.0","54.0"
"MONROE","261600010001","Rochester City School District","School 1-Martin B Anderson","Public","321.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","12.0"
"MONROE","261600010002","Rochester City School District","School 2-Clara Barton","Public","366.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0"
"MONROE","261600010003","Rochester City School District","School 3-Nathaniel Rochester","Public","669.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","1.0","0.0","49.0","0.0","29.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","202.0"
