Rest of State Violent and Disruptive Incidents 2010-2011 (violent incident headings are shaded),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"***In a small number of incidents, a school's School Violence Index (SVI) may have been adjusted as a result of a VADIR reconciliation and/or Weighted Incident Exclusion Process (WIEP). The SVI is comparative measure of the level of violence in a school.  The SVI is computed in accordance with a formula established by the Commissioner that takes into account the enrollment of the school and is weighted to reflect the most serious violent incidents.  The VADIR reconciliation is a multi-step process that it used to ensure that VADIR data submitted by the school is accurate. The WIEP is the process by which a school district demonstrates to SED that one or more of its schools should not be designated as persistently dangerous because some or all of the violent incidents it reported on the Violent and Disruptive Incident Report (VADIR) summary form were allegedly directly related to a student offender's disability.  There are also additional WIEP requirements that a school district must satisfy before SED will adjust a school's SVI.  More information regarding the VADIR reconciliation and/or WIEP is available upon request.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,District,School,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide,,Forcible Sex Offenses,,Other Sex Offenses,,Robbery,,Assault With Serious Physical Injury,,Arson,Kidnapping,,Assault with Physical Injury,,Reckless Endangerment,,Minor Altercations,,"Intimidation, Harassment, Menacing, or Bullying",,Burglary,,Criminal Mischief,,"Larceny, or Other Theft",,Bomb Threat,False Alarm,Riot,,Weapon Possession,,Drug Possession,Alcohol Possession,Other Disruptive
,,,,,,,,With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),,,With Weapon(s),Without Weapon(s),Through Screening,Under Other Circumstances,,,
NIAGARA,Niagara Falls City School District,Niagara Falls High School,400800010034,Senior High,Urban/Suburban High Needs,Public,2217,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,70,0,24,0,0,0,0,0,3,0,0,0,0,0,11,7,2,14
NIAGARA,Niagara Falls City School District,Niagara Street School,400800010022,Elementary,Urban/Suburban High Needs,Public,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,59,1,18,0,0,0,1,0,0,0,0,0,0,0,4,0,0,38
NIAGARA,Niagara Falls City School District,Seventy Ninth Street School,400800010010,Elementary,Urban/Suburban High Needs,Public,459,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NIAGARA,Niagara-Wheatfield Central School District,Colonial Village Elementary School,400701060004,Elementary,Average Needs,Public,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
NIAGARA,Niagara-Wheatfield Central School District,Edward Town Middle School,400701060009,Middle School,Average Needs,Public,894,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,52,0,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,106
NIAGARA,Niagara-Wheatfield Central School District,Errick Road Elementary School,400701060005,Elementary,Average Needs,Public,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
NIAGARA,Niagara-Wheatfield Central School District,Niagara-Wheatfield Senior High School,400701060010,Senior High,Average Needs,Public,1350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,41,0,5,0,0,0,0,0,0,0,0,0,0,0,2,5,1,4
NIAGARA,Niagara-Wheatfield Central School District,Tuscarora Elementary School,400701060003,Elementary,Average Needs,Public,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIAGARA,Niagara-Wheatfield Central School District,West Street Elementary School,400701060002,Elementary,Average Needs,Public,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
NIAGARA,North Tonawanda City School District,Drake School,400900010003,Elementary,Average Needs,Public,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIAGARA,North Tonawanda City School District,Gilmore School,400900010004,Elementary,Average Needs,Public,331,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
NIAGARA,North Tonawanda City School District,Meadow School,400900010007,Elementary,Average Needs,Public,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIAGARA,North Tonawanda City School District,North Tonawanda High School,400900010011,Senior High,Average Needs,Public,1307,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,0,0,0,33,0,36,0,0,0,2,0,11,0,0,0,0,0,4,3,0,93
NIAGARA,North Tonawanda City School District,North Tonawanda Middle School,400900010012,Junior High School,Average Needs,Public,561,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,42,0,32,0,0,0,1,0,10,0,1,0,0,0,2,2,0,49
NIAGARA,North Tonawanda City School District,Ohio Elementary School,400900010008,Elementary,Average Needs,Public,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIAGARA,North Tonawanda City School District,Spruce School,400900010009,Elementary,Average Needs,Public,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1
NIAGARA,Royalton-Hartland Central School District,Royalton-Hartland Elementary School,401201060001,Elementary,Average Needs,Public,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
NIAGARA,Royalton-Hartland Central School District,Royalton-Hartland High School,401201060003,Senior High,Average Needs,Public,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,1,0,1,0,0,0,0,0,0,1,0,38
NIAGARA,Royalton-Hartland Central School District,Royalton-Hartland Middle School,401201060004,Middle School,Average Needs,Public,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,26,0,0,0,0,0,1,0,0,0,0,0,3,0,0,18
NIAGARA,Starpoint Central School District,Fricano Primary School,401001060003,Elementary,Average Needs,Public,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIAGARA,Starpoint Central School District,Regan Intermediate School,401001060002,Elementary,Average Needs,Public,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
NIAGARA,Starpoint Central School District,Starpoint High School,401001060001,Senior High,Average Needs,Public,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,0,17,0,0,0,10,0,7,0,0,0,0,0,3,1,0,0
NIAGARA,Starpoint Central School District,Starpoint Middle School,401001060004,Middle School,Average Needs,Public,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,16,0,0,0,0,0,4,0,0,0,0,0,4,8,0,25
NIAGARA,Wilson Central School District,Thomas Marks Elementary School,401501060002,Elementary,Average Needs,Public,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
NIAGARA,Wilson Central School District,W H Stevenson Elementary School,401501060001,Elementary,Average Needs,Public,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
NIAGARA,Wilson Central School District,Wilson High School,401501060003,Junior Senior School,Average Needs,Public,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,29
ONEIDA,Adirondack Central School District,Adirondack High School,410401060005,Senior High,Rural High Needs,Public,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,25,0,0,0,0,0,3,0,0,0,0,0,1,3,2,52
ONEIDA,Adirondack Central School District,Adirondack Middle School,410401060001,Middle School,Rural High Needs,Public,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ONEIDA,Adirondack Central School District,Boonville Elementary School,410401060004,Elementary,Rural High Needs,Public,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ONEIDA,Adirondack Central School District,Forestport Elementary School,410401060003,Elementary,Rural High Needs,Public,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ONEIDA,Adirondack Central School District,West Leyden Elementary School,410401060002,Elementary,Rural High Needs,Public,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ONEIDA,Camden Central School District,Annsville Area School,410601040004,Elementary,Rural High Needs,Public,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Camden Central School District,Camden Elementary School,410601040007,Elementary,Rural High Needs,Public,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Camden Central School District,Camden Middle School,410601040010,Middle School,Rural High Needs,Public,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,23,0,0,0,0,0,3,0,0,0,0,0,5,1,0,47
ONEIDA,Camden Central School District,Camden Senior High School,410601040006,Senior High,Rural High Needs,Public,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,7
ONEIDA,Camden Central School District,Mcconnellsville Elementary School,410601040002,Elementary,Rural High Needs,Public,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ONEIDA,Camden Central School District,North Bay Area School,410601040003,Elementary,Rural High Needs,Public,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ONEIDA,Clinton Central School District,Clinton Elementary School,411101060001,Elementary,Average Needs,Public,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Clinton Central School District,Clinton Middle School,411101060004,Middle School,Average Needs,Public,322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ONEIDA,Clinton Central School District,Clinton Senior High School,411101060005,Senior High,Average Needs,Public,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
ONEIDA,Holland Patent Central School District,General William Floyd Elementary School,412201060005,Elementary,Average Needs,Public,353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Holland Patent Central School District,Holland Patent Central High School,412201060006,Senior High,Average Needs,Public,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0
ONEIDA,Holland Patent Central School District,Holland Patent Elementary School,412201060003,Elementary,Average Needs,Public,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Holland Patent Central School District,Holland Patent Middle School,412201060001,Middle School,Average Needs,Public,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23
ONEIDA,New Hartford Central School District,Hughes Elementary School,411501060003,Elementary,Low Needs,Public,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ONEIDA,New Hartford Central School District,Myles Elementary School,411501060005,Elementary,Low Needs,Public,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ONEIDA,New Hartford Central School District,New Hartford Senior High School,411501060001,Senior High,Low Needs,Public,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,13,0,1,0,1,0,16,0,0,0,0,0,0,2,1,1
ONEIDA,New Hartford Central School District,Perry Junior High School,411501060006,Junior High School,Low Needs,Public,661,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,11,0,26,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0
ONEIDA,New Hartford Central School District,Robert L Bradley Elementary School,411501060004,Elementary,Low Needs,Public,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,New York Mills Union Free School District,New York Mills Elementary School,411504020003,Elementary,Average Needs,Public,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8
ONEIDA,New York Mills Union Free School District,New York Mills Junior-Senior High School,411504020001,Junior Senior School,Average Needs,Public,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Oriskany Central School District,N A Walbran Elementary School,412901040002,Elementary,Average Needs,Public,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7
ONEIDA,Oriskany Central School District,Oriskany Junior-Senior High School,412901040003,Junior Senior School,Average Needs,Public,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
ONEIDA,Remsen Central School District,Remsen Elementary School,411701040001,Elementary,Rural High Needs,Public,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ONEIDA,Remsen Central School District,Remsen Junior-Senior High School,411701040002,Junior Senior School,Rural High Needs,Public,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,24,0,0,0,4,0,2,0,0,0,0,0,0,0,0,15
ONEIDA,Rome City School District,Bellamy Elementary School,411800010008,Elementary,Urban/Suburban High Needs,Public,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
ONEIDA,Rome City School District,Clough Prek Center,411800010011,Pre-K Only,,Public,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Rome City School District,Gansevoort Elementary School,411800010001,Elementary,Urban/Suburban High Needs,Public,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Rome City School District,George R Staley Upper Elementary School,411800010025,Elementary,Urban/Suburban High Needs,Public,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,1,0,0,0,0,0,7,0,1,0,0,0,8,2,0,0
ONEIDA,Rome City School District,John E Joy Elementary School,411800010015,Elementary,Urban/Suburban High Needs,Public,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ONEIDA,Rome City School District,Louis V Denti Elementary School,411800010023,Elementary,Urban/Suburban High Needs,Public,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20
ONEIDA,Rome City School District,Lyndon H Strough Middle School,411800010010,Junior High School,Urban/Suburban High Needs,Public,787,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,2,2,0,27,0,0,0,0,0,4,0,1,0,0,0,0,0,5,2,0,0
ONEIDA,Rome City School District,Ridge Mills Elementary School,411800010013,Elementary,Urban/Suburban High Needs,Public,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Rome City School District,Rome Free Academy,411800010020,Senior High,Urban/Suburban High Needs,Public,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,38,0,0,0,0,0,1,0,2,0,1,0,0,0,0,6,1,1
ONEIDA,Rome City School District,Stokes Elementary School,411800010014,Elementary,Urban/Suburban High Needs,Public,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ONEIDA,Sauquoit Valley Central School District,Sauquoit Valley Elementary School,411603040001,Elementary,Average Needs,Public,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24
ONEIDA,Sauquoit Valley Central School District,Sauquoit Valley High School,411603040003,Senior High,Average Needs,Public,370,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,9,0,2,0,2,0,0,0,1,0,0,0,0,0,0,3,2,2
ONEIDA,Sauquoit Valley Central School District,Sauquoit Valley Middle School,411603040004,Middle School,Average Needs,Public,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
ONEIDA,Sherrill City School District,E A Mcallister Elementary School,412000050006,Elementary,Average Needs,Public,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ONEIDA,Sherrill City School District,J D George Elementary School,412000050001,Elementary,Average Needs,Public,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Sherrill City School District,Vernon-Verona-Sherrill Middle School,412000050007,Junior High School,Average Needs,Public,322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
ONEIDA,Sherrill City School District,Vernon-Verona-Sherrill Senior High School,412000050004,Senior High,Average Needs,Public,699,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,3,0,0,0,0,0,3,8,1,2
ONEIDA,Sherrill City School District,W A Wettel Elementary School,412000050005,Elementary,Average Needs,Public,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ONEIDA,Utica City School District,Albany Elementary School,412300010003,Elementary,Urban/Suburban High Needs,Public,526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,16,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6
ONEIDA,Utica City School District,Christopher Columbus Elementary School,412300010005,Elementary,Urban/Suburban High Needs,Public,719,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,0,21,0,30,0,0,0,0,0,8,0,0,0,0,2,0,0,0,27
ONEIDA,Utica City School District,General Herkimer Elementary School,412300010006,Elementary,Urban/Suburban High Needs,Public,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,5,0,0,0,0,2,0,2,0,7
ONEIDA,Utica City School District,Hugh R Jones Elementary School,412300010009,Elementary,Urban/Suburban High Needs,Public,459,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ONEIDA,Utica City School District,John F Hughes Elementary School,412300010016,Elementary,Urban/Suburban High Needs,Public,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,33,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16
ONEIDA,Utica City School District,John F Kennedy Middle School,412300010022,Middle School,Urban/Suburban High Needs,Public,1124,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,0,55,0,16,0,0,1,2,0,1,1,0,0,0,6,0,0,0,53
ONEIDA,Utica City School District,Kernan Elementary School,412300010018,Elementary,Urban/Suburban High Needs,Public,615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,13,0,0,0,1,0,3,0,0,0,0,4,0,0,0,54
ONEIDA,Utica City School District,Martin Luther King Jr Elementary School,412300010011,Elementary,Urban/Suburban High Needs,Public,283,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,17,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38
ONEIDA,Utica City School District,Senator James H Donovan Middle School,412300010023,Middle School,Urban/Suburban High Needs,Public,1008,0,0,0,0,0,8,0,0,0,1,1,0,0,0,4,0,0,0,68,0,20,0,0,0,1,0,2,0,0,0,0,10,0,3,0,42
ONEIDA,Utica City School District,Thomas Jefferson Elementary School,412300010014,Elementary,Urban/Suburban High Needs,Public,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ONEIDA,Utica City School District,Thomas R Proctor High School,412300010024,Senior High,Urban/Suburban High Needs,Public,2663,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,84,1,47,0,1,0,6,0,6,0,0,0,0,3,2,16,1,185
ONEIDA,Utica City School District,Watson Williams Elementary School,412300010012,Elementary,Urban/Suburban High Needs,Public,568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0,25,0,6,0,0,0,1,0,1,0,1,0,0,1,0,0,0,13
ONEIDA,Waterville Central School District,Memorial Park Elementary School,411902040001,Elementary,Average Needs,Public,491,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,13,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8
ONEIDA,Waterville Central School District,Waterville Jr/Sr High School,411902040003,Junior Senior School,Average Needs,Public,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,7,0,0,0,0,0,3,0,0,0,0,1,0,1,0,57
ONEIDA,Westmoreland Central School District,Westmoreland Elementary School,412801040002,Elementary,Average Needs,Public,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ONEIDA,Westmoreland Central School District,Westmoreland High School,412801040003,Senior High,Average Needs,Public,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,22
ONEIDA,Westmoreland Central School District,Westmoreland Middle School,412801040004,Middle School,Average Needs,Public,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Whitesboro Central School District,Deerfield Elementary School,412902060005,Elementary,Average Needs,Public,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDA,Whitesboro Central School District,Harts Hill School,412902060003,Elementary,Average Needs,Public,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ONEIDA,Whitesboro Central School District,Marcy Elementary School,412902060002,Elementary,Average Needs,Public,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
ONEIDA,Whitesboro Central School District,Parkway Middle School,412902060007,Junior High School,Average Needs,Public,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ONEIDA,Whitesboro Central School District,Westmoreland Road Elementary School,412902060009,Elementary,Average Needs,Public,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ONEIDA,Whitesboro Central School District,Whitesboro High School,412902060008,Senior High,Average Needs,Public,1151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,14,0,10,0,0,0,1,0,3,0,1,0,0,0,2,3,4,27
ONEIDA,Whitesboro Central School District,Whitesboro Middle School,412902060006,Junior High School,Average Needs,Public,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONONDAGA,,Southside Academy Charter School,421800860845,Elementary,Charter School,Charter School,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,11,0,0,0,2,0,2,0,0,0,0,0,5,1,1,72
ONONDAGA,,Syracuse Academy Of Science Charter School,421800860854,Junior Senior School,Charter School,Charter School,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,28,0,0,0,1,0,0,0,1,0,0,0,0,0,1,7
ONONDAGA,Baldwinsville Central School District,Catherine M Mcnamara Elementary School,420901060003,Elementary,Average Needs,Public,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ONONDAGA,Baldwinsville Central School District,Charles W Baker High School,420901060007,Senior High,Average Needs,Public,1425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,111
ONONDAGA,Baldwinsville Central School District,Donald S Ray School,420901060009,Junior High School,Average Needs,Public,960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,5,0,0,0,0,0,9,0,0,0,0,0,1,1,0,144
ONONDAGA,Baldwinsville Central School District,Harry E Elden Elementary School,420901060002,Elementary,Average Needs,Public,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONONDAGA,Baldwinsville Central School District,L Pearl Palmer Elementary School,420901060004,Elementary,Average Needs,Public,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ONONDAGA,Baldwinsville Central School District,Mae E Reynolds School,420901060008,Elementary,Average Needs,Public,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
