Rest of State Violent and Disruptive Incidents 2010-2011 (violent incident headings are shaded),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"***In a small number of incidents, a school's School Violence Index (SVI) may have been adjusted as a result of a VADIR reconciliation and/or Weighted Incident Exclusion Process (WIEP). The SVI is comparative measure of the level of violence in a school.  The SVI is computed in accordance with a formula established by the Commissioner that takes into account the enrollment of the school and is weighted to reflect the most serious violent incidents.  The VADIR reconciliation is a multi-step process that it used to ensure that VADIR data submitted by the school is accurate. The WIEP is the process by which a school district demonstrates to SED that one or more of its schools should not be designated as persistently dangerous because some or all of the violent incidents it reported on the Violent and Disruptive Incident Report (VADIR) summary form were allegedly directly related to a student offender's disability.  There are also additional WIEP requirements that a school district must satisfy before SED will adjust a school's SVI.  More information regarding the VADIR reconciliation and/or WIEP is available upon request.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,District,School,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide,,Forcible Sex Offenses,,Other Sex Offenses,,Robbery,,Assault With Serious Physical Injury,,Arson,Kidnapping,,Assault with Physical Injury,,Reckless Endangerment,,Minor Altercations,,"Intimidation, Harassment, Menacing, or Bullying",,Burglary,,Criminal Mischief,,"Larceny, or Other Theft",,Bomb Threat,False Alarm,Riot,,Weapon Possession,,Drug Possession,Alcohol Possession,Other Disruptive
,,,,,,,,With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),With Weapon(s),Without Weapon(s),,,With Weapon(s),Without Weapon(s),Through Screening,Under Other Circumstances,,,
LEWIS,Lowville Academy & Central School District,Lowville Elementary School,230901040001,Elementary,Rural High Needs,Public,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
LEWIS,Lowville Academy & Central School District,Lowville High School,230901040002,Senior High,Rural High Needs,Public,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,1,0,1,0,0,0,0,0,2,2,0,82
LEWIS,Lowville Academy & Central School District,Lowville Middle School,230901040003,Middle School,Rural High Needs,Public,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,68
LEWIS,South Lewis Central School District,Constableville Elementary School,231101040004,Elementary,Rural High Needs,Public,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEWIS,South Lewis Central School District,Glenfield Elementary School,231101040005,Elementary,Rural High Needs,Public,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LEWIS,South Lewis Central School District,Port Leyden Elementary School,231101040008,Elementary,Rural High Needs,Public,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LEWIS,South Lewis Central School District,South Lewis High School,231101040007,Senior High,Rural High Needs,Public,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,10,0,2,0,0,0,0,0,5,0,0,0,0,0,1,4,0,148
LEWIS,South Lewis Central School District,South Lewis Middle School,231101040006,Middle School,Rural High Needs,Public,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12
LIVINGSTON,Avon Central School District,Avon High School,240101040002,Senior High,Average Needs,Public,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,1,59
LIVINGSTON,Avon Central School District,Avon Middle School,240101040003,Middle School,Average Needs,Public,312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,13,0,0,0,1,0,9,0,0,0,0,0,0,0,0,40
LIVINGSTON,Avon Central School District,Avon Primary School,240101040001,Elementary,Average Needs,Public,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LIVINGSTON,Caledonia-Mumford Central School District,Caledonia-Mumford Elementary School,240201040001,Elementary,Average Needs,Public,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LIVINGSTON,Caledonia-Mumford Central School District,Caledonia-Mumford High School,240201040002,Senior High,Average Needs,Public,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,3,58
LIVINGSTON,Caledonia-Mumford Central School District,Caledonia-Mumford Middle School,240201040003,Middle School,Average Needs,Public,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,14
LIVINGSTON,Dalton-Nunda Central School District (Keshequa),Dalton-Nunda Elementary School,241101040002,Elementary,Average Needs,Public,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LIVINGSTON,Dalton-Nunda Central School District (Keshequa),Dalton-Nunda High School,241101040003,Senior High,Average Needs,Public,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,1
LIVINGSTON,Dalton-Nunda Central School District (Keshequa),Dalton-Nunda Middle School,241101040001,Middle School,Average Needs,Public,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LIVINGSTON,Dansville Central School District,Dansville Junior/Senior High School,241001060003,Senior High,Rural High Needs,Public,556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,6,0,0,0,0,0,1,0,0,0,0,0,1,7,0,12
LIVINGSTON,Dansville Central School District,Dansville Middle School,241001060002,Middle School,Rural High Needs,Public,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIVINGSTON,Dansville Central School District,Dansville Primary School,241001060004,Elementary,Rural High Needs,Public,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIVINGSTON,Dansville Central School District,Ellis B Hyde Elementary School,241001060001,Elementary,Rural High Needs,Public,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIVINGSTON,Geneseo Central School District,Geneseo Elementary School,240401040002,Elementary,Average Needs,Public,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
LIVINGSTON,Geneseo Central School District,Geneseo Middle School High School,240401040001,Junior Senior School,Average Needs,Public,489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27
LIVINGSTON,Livonia Central School District,Livonia Elementary School,240801060001,Elementary,Average Needs,Public,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
LIVINGSTON,Livonia Central School District,Livonia Intermediate School,240801060004,Elementary,Average Needs,Public,405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LIVINGSTON,Livonia Central School District,Livonia Junior/Senior High School,240801060002,Senior High,Average Needs,Public,639,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,3,0,7,0,5,0,1,0,0,0,5,1,0,0,0,0,1,3,1,40
LIVINGSTON,Livonia Central School District,Livonia Middle School,240801060003,Junior High School,Average Needs,Public,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,0,4,0,0,0,0,0,0,1,1,8
LIVINGSTON,Mount Morris Central School District,Mount Morris Elementary School,240901040002,Elementary,Rural High Needs,Public,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LIVINGSTON,Mount Morris Central School District,Mount Morris Middle/Senior High School,240901040001,Junior Senior School,Rural High Needs,Public,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,38
LIVINGSTON,York Central School District,York Central Elementary School,241701040003,Elementary,Average Needs,Public,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIVINGSTON,York Central School District,York Middle/High School,241701040004,Junior Senior School,Average Needs,Public,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,2,0,0,0,0,0,0,6,1,46
MADISON,Brookfield Central School District,Brookfield Central School,250109040001,K-12 School,Rural High Needs,Public,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
MADISON,Canastota Central School District,Canastota High School,250901060004,Junior Senior School,Average Needs,Public,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,8,0,0,0,2,0,7,0,0,0,0,0,0,2,0,41
MADISON,Canastota Central School District,Peterboro Street Elementary School,250901060003,Elementary,Average Needs,Public,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADISON,Canastota Central School District,Roberts Street Middle School,250901060005,Elementary,Average Needs,Public,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19
MADISON,Canastota Central School District,South Side Elementary School,250901060006,Elementary,Average Needs,Public,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADISON,Cazenovia Central School District,Burton Street Elementary School,250201060006,Elementary,Average Needs,Public,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADISON,Cazenovia Central School District,Cazenovia High School,250201060002,Junior Senior School,Average Needs,Public,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,1,4,0,2,0,0,1,0,2,0,0
MADISON,Cazenovia Central School District,Cazenovia Middle School,250201060001,Middle School,Average Needs,Public,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADISON,Chittenango Central School District,Bolivar Road Elementary School,251601060002,Elementary,Average Needs,Public,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MADISON,Chittenango Central School District,Bridgeport Elementary School,251601060001,Elementary,Average Needs,Public,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
MADISON,Chittenango Central School District,Chittenango High School,251601060005,Senior High,Average Needs,Public,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,38,0,13,0,0,0,0,0,3,1,0,0,0,0,3,9,0,72
MADISON,Chittenango Central School District,Chittenango Middle School,251601060003,Middle School,Average Needs,Public,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MADISON,Chittenango Central School District,Lake Street Elementary School,251601060006,Elementary,Average Needs,Public,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MADISON,Deruyter Central School District,Deruyter Elementary School,250301040002,Elementary,Rural High Needs,Public,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
MADISON,Deruyter Central School District,Deruyter High School,250301040001,Junior Senior School,Rural High Needs,Public,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,45
MADISON,Hamilton Central School District,Hamilton Elementary School,250701040002,Elementary,Average Needs,Public,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MADISON,Hamilton Central School District,Hamilton Junior-Senior High School,250701040001,Junior Senior School,Average Needs,Public,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MADISON,Madison Central School District,Madison Central School,251101040003,K-12 School,Rural High Needs,Public,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MADISON,Morrisville-Eaton Central School District,Edward R Andrews Elementary School,250401040001,Elementary,Rural High Needs,Public,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,33
MADISON,Morrisville-Eaton Central School District,Morrisville Middle School High School,250401040004,Junior Senior School,Rural High Needs,Public,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,33,0,0,0,6,0,0,0,0,0,0,0,0,2,1,23
MADISON,Oneida City School District,Durhamville School,251400010002,Elementary,Average Needs,Public,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADISON,Oneida City School District,North Broad Street School,251400010003,Elementary,Average Needs,Public,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADISON,Oneida City School District,Oneida Castle School,251400010004,Elementary,Average Needs,Public,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MADISON,Oneida City School District,Oneida Senior High School,251400010009,Senior High,Average Needs,Public,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
MADISON,Oneida City School District,Otto L Shortell Middle School,251400010008,Junior High School,Average Needs,Public,411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MADISON,Oneida City School District,Seneca Street School,251400010005,Elementary,Average Needs,Public,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MADISON,Oneida City School District,W F Prior Elementary School,251400010006,Elementary,Average Needs,Public,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MADISON,Stockbridge Valley Central School District,Stockbridge Valley Central School,251501040001,K-12 School,Average Needs,Public,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1
MONROE,,Eugenio Maria De Hostos Charter School,261600860811,Elementary,Charter School,Charter School,353,0,0,0,0,0,7,0,1,0,0,0,0,0,0,67,0,4,0,136,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,211
MONROE,,Genesee Community Charter School,261600860826,Elementary,Charter School,Charter School,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MONROE,,Rochester Academy Charter School,261600860910,Junior Senior School,Charter School,Charter School,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MONROE,,True North Rochester Preparatory Charter School (The),261600860906,Elementary,Charter School,Charter School,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33
MONROE,,University Preparatory Charter School For Young Men,261600860985,Junior High School,Charter School,Charter School,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
MONROE,,Urban Choice Charter School,261600860877,Elementary,Charter School,Charter School,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,5,77
MONROE,Brighton Central School District,Brighton High School,260101060004,Senior High,Low Needs,Public,1177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5
MONROE,Brighton Central School District,Council Rock Primary School,260101060001,Elementary,Low Needs,Public,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,Brighton Central School District,French Road Elementary School,260101060010,Elementary,Low Needs,Public,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
MONROE,Brighton Central School District,Twelve Corners Middle School,260101060008,Middle School,Low Needs,Public,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MONROE,Brockport Central School District,A D Oliver Middle School,261801060005,Elementary,Average Needs,Public,904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,25,0,17,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
MONROE,Brockport Central School District,Barclay Elementary School,261801060004,Elementary,Average Needs,Public,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MONROE,Brockport Central School District,Brockport High School,261801060003,Senior High,Average Needs,Public,1327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,2,0,14,0,27,0,0,0,1,0,8,0,0,0,0,0,4,15,5,228
MONROE,Brockport Central School District,Fred W Hill School,261801060006,Elementary,Average Needs,Public,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,Brockport Central School District,Ginther Elementary School,261801060002,Elementary,Average Needs,Public,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,Churchville-Chili Central School District,Chestnut Ridge Elementary School,261501060002,Elementary,Average Needs,Public,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,Churchville-Chili Central School District,Churchville Elementary School,261501060003,Elementary,Average Needs,Public,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MONROE,Churchville-Chili Central School District,Churchville-Chili Middle School 5-8,261501060008,Middle School,Average Needs,Public,1296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,99,0,43,0,0,0,2,0,4,0,0,0,0,0,1,0,0,51
MONROE,Churchville-Chili Central School District,Churchville-Chili Senior High School,261501060004,Senior High,Average Needs,Public,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,41,0,28,0,0,0,1,0,1,0,0,0,0,0,2,6,1,55
MONROE,Churchville-Chili Central School District,Fairbanks Road Elementary School,261501060006,Elementary,Average Needs,Public,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
MONROE,East Irondequoit Central School District,Durand-Eastman Intermediate School,260801060009,Elementary,Average Needs,Public,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MONROE,East Irondequoit Central School District,East Irondequoit Middle School,260801060012,Middle School,Average Needs,Public,729,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,45,0,28,0,0,0,0,0,5,0,0,0,0,0,1,1,1,193
MONROE,East Irondequoit Central School District,Eastridge Senior High School,260801060006,Senior High,Average Needs,Public,989,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,82,0,59,0,0,0,3,0,14,0,0,0,0,0,3,22,2,264
MONROE,East Irondequoit Central School District,Helendale Road Primary School,260801060011,Elementary,Average Needs,Public,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
MONROE,East Irondequoit Central School District,Ivan L Green Primary School,260801060005,Elementary,Average Needs,Public,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
MONROE,East Irondequoit Central School District,Laurelton-Pardee Intermediate School,260801060003,Elementary,Average Needs,Public,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
MONROE,East Rochester Union Free School District,East Rochester Elementary School,261313030001,Elementary,Average Needs,Public,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13
MONROE,East Rochester Union Free School District,East Rochester Junior-Senior High School,261313030002,Junior Senior School,Average Needs,Public,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,0,0,0,1,0,1,1,1,0,0,0,0,2,0,62
MONROE,Fairport Central School District,Brooks Hill School,261301060001,Elementary,Average Needs,Public,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,Fairport Central School District,Dudley School,261301060010,Elementary,Average Needs,Public,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,Fairport Central School District,Fairport Senior High School,261301060009,Senior High,Average Needs,Public,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,0,0,0,0,0,7,12,9
MONROE,Fairport Central School District,Jefferson Avenue School,261301060006,Elementary,Average Needs,Public,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,Fairport Central School District,Johanna Perrin Middle School,261301060002,Middle School,Average Needs,Public,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,24
MONROE,Fairport Central School District,Martha Brown Middle School,261301060004,Middle School,Average Needs,Public,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MONROE,Fairport Central School District,Minerva Deland School,261301060007,Senior High,Average Needs,Public,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,1,0,0,0,1,2,1,3
MONROE,Fairport Central School District,Northside School,261301060008,Elementary,Average Needs,Public,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MONROE,Gates-Chili Central School District,Florence Brasser School,260401060002,Elementary,Average Needs,Public,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,Gates-Chili Central School District,Gates-Chili High School,260401060001,Senior High,Average Needs,Public,1605,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,4,0,1,0,0,0,0,8,3,2
MONROE,Gates-Chili Central School District,Gates-Chili Middle School,260401060004,Middle School,Average Needs,Public,1023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,12,0,8,0,0,0,0,0,5,0,0,0,0,0,1,2,0,7
MONROE,Gates-Chili Central School District,Neil Armstrong School,260401060009,Elementary,Average Needs,Public,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
MONROE,Gates-Chili Central School District,Paul Road School,260401060007,Elementary,Average Needs,Public,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,Gates-Chili Central School District,Walt Disney School,260401060008,Elementary,Average Needs,Public,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3
MONROE,Greece Central School District,Apollo Middle School,260501060022,Middle School,Average Needs,Public,691,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,6,0,122,0,46,0,0,0,3,0,10,1,0,0,0,0,3,2,0,104
MONROE,Greece Central School District,Arcadia High School,260501060010,Senior High,Average Needs,Public,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,46,0,35,0,0,0,4,0,1,0,1,0,0,0,3,11,9,52
MONROE,Greece Central School District,Arcadia Middle School,260501060023,Middle School,Average Needs,Public,813,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,9,0,119,1,68,0,0,0,6,0,4,1,0,0,0,0,2,1,1,87
MONROE,Greece Central School District,Athena High School,260501060019,Senior High,Average Needs,Public,1317,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,4,0,54,0,39,0,0,0,2,0,2,0,0,0,0,0,6,15,7,38
MONROE,Greece Central School District,Athena Middle School,260501060020,Middle School,Average Needs,Public,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,57,0,16,0,0,0,4,0,6,0,0,0,0,0,6,0,0,31
MONROE,Greece Central School District,Autumn Lane Elementary School,260501060001,Elementary,Average Needs,Public,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
